UniProt_ID	PDB_ID	Chains_of_interest	Original_Source
Q08211	8SZP	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8SZP.cif
Q08945	9EH2	y	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EH2.cif
Q08AH1	Q08AH1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q08AH1-F1-model_v4.cif
Q09161	1N52	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1N52.cif
Q10570	6F9N	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6F9N.cif
Q12769	7R5K	W,X,Y,Z	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
Q12962	7EGG	J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EGG.cif
Q13098	6R7N	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6R7N.cif
Q13112	8IQG	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8IQG.cif
Q13123	6Q8I	C,D,G,H,K,L,O,P	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6Q8I.cif
Q13144	7VLK	I,J	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7VLK.cif
Q13177	9D51	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9D51.cif
Q13200	8USD	f	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8USD.cif
Q13257	2VFX	A,B,C,D,E,F,G,H,I,J,K,L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2VFX.cif
Q13347	6ZP4	I	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6ZP4.cif
Q13404	2A4D	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2A4D.cif
Q13435	7Q4O	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Q4O.cif
Q13489	Q13489	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q13489-F1-model_v4.cif
Q13535	9L40	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9L40.cif
Q13573	8C6J	K	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q13702	Q13702	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q13702-F1-model_v4.cif
Q13765	9MR4	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9MR4.cif
Q13823	8FL3	G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FL3.cif
Q13838	9DLP	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9DLP.cif
Q13907	2DHO	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2DHO.cif
Q13951	8CX0	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8CX0.cif
Q14008	Q14008	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14008-F1-model_v4.cif
Q14028	7RH9	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7RH9.cif
Q14112	Q14112	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14112-F1-model_v4.cif
Q14137	8FKV	L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q14152	8PPL	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8PPL.cif
Q14186	5TUU	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5TUU.cif
Q14213	7ZXK	B,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7ZXK.cif
Q14240	3BOR	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3BOR.cif
Q14498	Q14498	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14498-F1-model_v4.cif
Q14562	8C6J	V	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8C6J.cif
Q14585	Q14585	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14585-F1-model_v4.cif
Q14587	Q14587	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14587-F1-model_v4.cif
Q14623	3K7I	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3K7I.cif
Q14643	Q14643	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14643-4-F1-model_v4.cif
Q14674	7NJ1	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7NJ1.cif
Q14683	6WGE	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6WGE.cif
Q14839	6RYR	W	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6RYR.cif
Q14919	1JFI	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/1JFI.cif
Q14978	Q14978	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q14978-F1-model_v4.cif
Q15029	8H6L	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q15040	Q15040	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q15040-F1-model_v4.cif
Q15046	6CHD	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6CHD.cif
Q15054	9EKB	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9EKB.cif
Q15287	Q15287	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q15287-F1-model_v4.cif
Q15363	5AZW	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5AZW.cif
Q15366	2JZX	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2JZX.cif
Q15370	4AJY	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4AJY.cif
Q15393	7Q4O	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Q4O.cif
Q15427	7EVO	4	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EVO.cif
Q15428	7Q4O	1	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Q4O.cif
Q15435	6HKW	A,B,C,D,E	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6HKW.cif
Q15459	7EVO	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EVO.cif
Q15648	7EMF	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7EMF.cif
Q15697	Q15697	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q15697-F1-model_v4.cif
Q15833	4CCA	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4CCA.cif
Q15843	4FBJ	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4FBJ.cif
Q15904	6WLW	U	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6WLW.cif
Q16534	Q16534	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q16534-F1-model_v4.cif
Q16543	7Z38	D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Z38.cif
Q16581	9IPV	R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9IPV.cif
Q16619	Q16619	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q16619-F1-model_v4.cif
Q16623	Q16623	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q16623-F1-model_v4.cif
Q16629	2HVZ	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2HVZ.cif
Q16819	7UAF	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7UAF.cif
Q2NKX8	Q2NKX8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q2NKX8-F1-model_v4.cif
Q2TAY7	8H6L	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q4G0N8	Q4G0N8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q4G0N8-F1-model_v4.cif
Q52LR7	Q52LR7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q52LR7-F1-model_v4.cif
Q52LW3	Q52LW3	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q52LW3-F1-model_v4.cif
Q53GS9	8QOZ	U	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8QOZ.cif
Q56UN5	Q56UN5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q56UN5-F1-model_v4.cif
Q5FBB7	Q5FBB7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q5FBB7-F1-model_v4.cif
Q5JRX3	4L3T	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4L3T.cif
Q5MAI5	Q5MAI5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q5MAI5-F1-model_v4.cif
Q5QJE6	7MQA	L	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7MQA.cif
Q5T200	7VF2	B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7VF2.cif
Q5T6F2	Q5T6F2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q5T6F2-F1-model_v4.cif
Q5TDH0	4RGH	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4RGH.cif
Q5VW22	Q5VW22	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q5VW22-F1-model_v4.cif
Q5W5X9	Q5W5X9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q5W5X9-F1-model_v4.cif
Q658P3	2VNS	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2VNS.cif
Q6P1N0	Q6P1N0	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6P1N0-F1-model_v4.cif
Q6P2Q9	8H6L	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q6QNK2	8X9T	R	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8X9T.cif
Q6UN15	Q6UN15	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6UN15-F1-model_v4.cif
Q6UW02	Q6UW02	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6UW02-F1-model_v4.cif
Q6UWM5	Q6UWM5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6UWM5-F1-model_v4.cif
Q6UXD5	Q6UXD5	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6UXD5-F1-model_v4.cif
Q6WCQ1	Q6WCQ1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6WCQ1-F1-model_v4.cif
Q6ZSI9	Q6ZSI9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6ZSI9-F1-model_v4.cif
Q6ZVD8	Q6ZVD8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6ZVD8-F1-model_v4.cif
Q6ZVN7	Q6ZVN7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6ZVN7-F1-model_v4.cif
Q6ZWT7	Q6ZWT7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q6ZWT7-F1-model_v4.cif
Q71UI9	3WAA	C,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/3WAA.cif
Q76N89	Q76N89	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q76N89-F1-model_v4.cif
Q7KZ85	8OEV	S	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8OEV.cif
Q7L014	7Q3L	p	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7Q3L.cif
Q7L5N1	4D10	F,N	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4D10.cif
Q7RTV0	5SYB	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5SYB.cif
Q7RTX1	Q7RTX1	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q7RTX1-F1-model_v4.cif
Q7RTY9	Q7RTY9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q7RTY9-F1-model_v4.cif
Q7Z5H3	Q7Z5H3	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q7Z5H3-F1-model_v4.cif
Q7Z6J0	Q7Z6J0	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q7Z6J0-F1-model_v4.cif
Q7Z7J9	Q7Z7J9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q7Z7J9-F1-model_v4.cif
Q86SF2	6IWR	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6IWR.cif
Q86U42	Q86U42	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q86U42-F1-model_v4.cif
Q86V81	7ZNK	L,l	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7ZNK.cif
Q86VM9	Q86VM9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q86VM9-F1-model_v4.cif
Q86W42	7APK	F,N,f,n	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7APK.cif
Q86XW9	8J07	D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8J07.cif
Q86YE8	Q86YE8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q86YE8-F1-model_v4.cif
Q8IU80	9NRC	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9NRC.cif
Q8IUN9	6PY1	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6PY1.cif
Q8IUX4	8VUD	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8VUD.cif
Q8IVH8	5J5T	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5J5T.cif
Q8IWX8	Q8IWX8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8IWX8-F1-model_v4.cif
Q8N1F7	7R5K	A,B,C,D,E,F,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
Q8N5C6	Q8N5C6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N5C6-F1-model_v4.cif
Q8N5C8	Q8N5C8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N5C8-F1-model_v4.cif
Q8N5V2	Q8N5V2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N5V2-F1-model_v4.cif
Q8N5Y2	Q8N5Y2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N5Y2-F1-model_v4.cif
Q8N7H5	9HVQ	V	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/9HVQ.cif
Q8N878	Q8N878	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N878-F1-model_v4.cif
Q8N9H8	Q8N9H8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8N9H8-F1-model_v4.cif
Q8NEP9	Q8NEP9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NEP9-F1-model_v4.cif
Q8NFP9	Q8NFP9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NFP9-3-F1-model_v4.cif
Q8NFW8	Q8NFW8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NFW8-F1-model_v4.cif
Q8NGC6	Q8NGC6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NGC6-F1-model_v4.cif
Q8NGZ4	Q8NGZ4	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NGZ4-F1-model_v4.cif
Q8NHQ9	Q8NHQ9	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NHQ9-F1-model_v4.cif
Q8NI08	Q8NI08	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8NI08-F1-model_v4.cif
Q8NI27	7ZNL	B,J,b,j	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7ZNL.cif
Q8TAW3	Q8TAW3	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TAW3-F1-model_v4.cif
Q8TCT7	Q8TCT7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TCT7-F1-model_v4.cif
Q8TDD1	8FKV	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8FKV.cif
Q8TDM6	Q8TDM6	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TDM6-F1-model_v4.cif
Q8TDY2	8SRM	A,B	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8SRM.cif
Q8TE49	Q8TE49	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TE49-F1-model_v4.cif
Q8TE68	Q8TE68	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TE68-F1-model_v4.cif
Q8TE73	8J07	H,S,4,f	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8J07.cif
Q8TEA8	2OKV	A,B,C,D	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/2OKV.cif
Q8TEU8	Q8TEU8	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TEU8-F1-model_v4.cif
Q8TEZ7	Q8TEZ7	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8TEZ7-F1-model_v4.cif
Q8TF42	8U5M	A,B,C,D,E,F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8U5M.cif
Q8WUB2	Q8WUB2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8WUB2-F1-model_v4.cif
Q8WV22	5HVQ	C	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5HVQ.cif
Q8WVK2	6QW6	X	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/6QW6.cif
Q8WWY3	8H6L	F	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/8H6L.cif
Q8WWZ1	5BOW	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/5BOW.cif
Q8WXD2	Q8WXD2	All	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/AF-Q8WXD2-F1-model_v4.cif
Q8WYA6	4CB9	A	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/4CB9.cif
Q8WYP5	7R5K	F,G	/mnt/c/Users/THANG/Desktop/project1/Goniothalamus_macrocalyx_of/Target_Processing_Group_B/all_cif_structures/7R5K.cif
