UniProt_ID,PDB_ID,Pocket_ID,Druggability_Score,Target_Chains,Pocket_Touching,center_x,center_y,center_z,size_x,size_y,size_z
Q9H211,2WVR,2,0.541,C,C,28.652,-16.147,8.184,18.245,19.2,24.602
Q9H257,Q9H257,3,0.905,All,All,43.907,3.18,-41.574,23.064,19.076,24.828
Q9H307,Q9H307,4,0.269,All,All,-19.062,30.67,-3.621,21.385,20.026,17.099
Q9H3Y6,Q9H3Y6,6,0.615,All,All,1.991,-11.902,-1.947,23.09,27.545,23.471
Q9H477,9CVB,1,0.821,"A,B",A,1.953,-17.979,-16.487,24.376,21.142,20.798
Q9H4A9,Q9H4A9,1,0.483,All,All,-10.41,10.25,13.309,20.875,29.311,23.682
Q9H4I2,Q9H4I2,2,0.368,All,All,-25.803,40.716,18.278,18.306,20.479,15.701
Q9H6X2,3N2N,2,0.832,"A,B,C,D,E,F","C,E,F",-5.859,26.421,8.532,26.123,26.748,32.134
Q9H944,7EMF,109,0.044,T,"T,R",321.369,262.236,318.933,19.05,14.654,22.98
Q9H999,3SMS,1,0.898,A,A,25.307,12.457,-2.42,29.244,22.536,29.552
Q9H9Y6,7OB9,2,0.71,B,"B,S",113.81,136.848,90.205,29.348,40.07,33.694
Q9HA47,2JEO,3,0.621,A,A,3.106,-16.798,28.729,34.226,25.281,22.673
Q9HBX8,Q9HBX8,1,0.963,All,All,-36.23,-5.791,21.938,24.323,19.647,26.158
Q9HCG8,7DVQ,317,0.995,V,"A,V",299.528,387.26,259.642,33.445,33.932,38.261
Q9HCJ1,Q9HCJ1,15,0.971,All,All,0.786,-13.39,-5.344,19.373,20.801,26.297
Q9HCL2,8E4Y,1,0.999,A,A,167.64,174.482,153.8,25.186,41.831,26.445
Q9HCS7,8C6J,240,0.94,T,"B,T",350.876,337.597,171.257,34.117,35.888,32.936
Q9NPF5,8QR1,138,0.038,F,"G,K,F",275.302,214.995,291.062,22.56,35.067,29.091
Q9NQ94,Q9NQ94,41,0.837,All,All,-2.497,-3.376,-0.92,25.798,28.413,35.838
Q9NQE7,Q9NQE7,1,0.88,All,All,9.894,-0.336,-6.733,23.954,24.14,21.738
Q9NQS7,Q9NQS7,63,0.93,All,All,-9.075,-12.505,-3.171,29.342,28.276,24.323
Q9NQU5,2C30,1,0.709,A,A,38.703,65.039,-8.168,22.426,22.226,23.492
Q9NR50,7VLK,99,0.987,"E,F",E,108.824,162.1,124.232,34.189,27.223,21.57
Q9NRX1,7MQA,441,0.714,J,"C,J,F",288.325,227.808,309.606,20.584,23.848,19.036
Q9NRZ7,Q9NRZ7,23,0.993,All,All,-19.251,7.4,7.087,38.106,25.187,28.118
Q9NSE4,Q9NSE4,1,0.827,All,All,12.166,6.68,-18.668,22.245,19.474,18.483
Q9NVH6,Q9NVH6,1,0.898,All,All,14.589,7.998,-10.189,17.943,29.56,21.102
Q9NVP1,8FKV,534,0.8,H,"H,G,E,I",267.396,214.045,148.479,29.371,24.614,19.474
Q9NW64,8C6J,413,0.389,M,"A,P,K,M",331.611,265.028,280.477,22.482,26.478,25.731
Q9NWA0,7EMF,1,0.969,I,"A,D,I",223.958,282.836,320.865,17.806,31.753,19.598
Q9NX52,Q9NX52,19,0.907,All,All,2.829,16.64,2.169,22.39,21.301,19.165
Q9NY93,Q9NY93,44,0.92,All,All,-2.631,-17.732,-11.851,18.217,18.487,27.718
Q9NYQ6,Q9NYQ6,92,0.234,All,All,15.689,32.773,-4.49,22.538,18.144,25.647
Q9NYS0,9QU1,1,0.506,"C,F","B,F",-21.864,-0.112,-29.835,34.839,26.574,32.106
Q9NYW1,Q9NYW1,1,0.595,All,All,-15.254,3.839,3.961,18.042,15.48,16.818
Q9NZM5,8FLE,863,0.991,J,"J,B,N,M",215.282,250.302,137.016,42.538,40.556,33.585
Q9P286,2F57,2,0.808,"A,B",A,19.859,23.668,43.902,15.366,18.649,24.468
Q9P2B2,Q9P2B2,6,0.378,All,All,27.316,-20.26,0.045,17.005,17.851,20.571
Q9P2I0,6URG,38,0.936,F,"B,A,F",197.728,184.704,198.146,25.019,24.833,18.329
Q9UBF6,9OMA,3,0.996,C,"C,B",206.614,194.853,288.304,27.662,36.412,45.674
Q9UBL3,6KIU,2,0.532,T,T,217.175,103.497,131.662,16.412,15.44,20.655
Q9UBU9,6E5U,14,0.959,"A,C,E,G",C,-63.604,100.497,-87.024,20.787,21.812,20.289
Q9UF02,Q9UF02,1,0.842,All,All,-20.184,-3.752,18.902,29.636,27.447,36.481
Q9UGC6,6AM3,2,0.273,"A,X","X,A",-8.532,0.684,-1.452,20.451,22.3,18.938
Q9UHX1,5KW6,6,0.75,"A,B","B,A",11.798,19.78,-11.742,26.684,20.945,16.574
Q9UI10,7VLK,229,0.628,"G,H","G,A,K",131.576,152.292,198.174,30.233,33.475,40.474
Q9UI33,Q9UI33,181,0.94,All,All,-11.763,14.05,-4.072,26.544,26.947,17.753
Q9UIS9,Q9UIS9,26,0.219,All,All,19.524,14.208,0.016,20.319,22.149,23.307
Q9UJ71,7WZ8,62,0.925,"A,B,C,D,E,F","C,B,A",231.614,218.43,214.69,24.995,30.109,24.708
Q9UJV9,8C6J,42,0.016,A,A,261.893,362.613,374.766,15.122,24.264,16.041
Q9UJX2,9GAW,372,0.728,"U,V","Q,M,U,D",220.01,261.079,195.758,29.353,32.951,29.465
Q9UJX5,9GAW,15,0.975,I,"O,I",205.437,184.276,246.914,19.853,34.411,20.125
Q9UJY4,Q9UJY4,34,0.291,All,All,-1.568,-27.338,-11.775,28.923,20.678,24.054
Q9UK39,6BT1,11,0.237,A,A,-15.836,11.32,7.97,21.666,19.265,14.057
Q9UK45,8H6L,15,0.878,D,"C,D",339.374,262.818,396.964,25.31,22.925,37.512
Q9UKD2,8FKV,464,0.336,E,"C,B,E,D",249.616,296.072,354.114,22.653,23.518,31.407
Q9UKF6,6V4X,93,0.998,H,"Z,C,H,B,A",187.778,126.798,165.661,43.312,19.226,23.198
Q9UKL4,8QOJ,136,0.816,"A,B,C,D,E,F,G,H,I,J,K,L","A,F",137.34,155.064,100.644,18.786,19.89,17.068
Q9UKM9,1WF1,1,0.06,A,A,-6.324,-0.943,-4.492,20.107,20.071,19.372
Q9UL12,Q9UL12,9,0.829,All,All,12.514,-7.076,-15.148,22.118,18.989,29.317
Q9ULR0,8C6J,61,0.94,A,"A,T",350.876,337.597,171.257,34.117,35.888,32.936
Q9ULX5,Q9ULX5,53,0.461,All,All,3.378,-35.382,-36.665,20.721,28.361,22.332
Q9UM63,Q9UM63,16,0.774,All,All,13.978,-10.314,-11.482,20.453,20.91,33.776
Q9UMS4,8C6J,94,0.345,"t,u,v,w","u,t",239.948,207.075,263.329,30.688,31.336,20.931
Q9UNK4,Q9UNK4,1,0.882,All,All,4.052,-1.895,2.086,22.976,20.498,23.011
Q9UNM6,8USB,142,0.221,a,"Z,a,W",123.47,218.106,98.83,27.575,17.904,19.617
Q9UNQ2,6W6C,6,0.606,"A,B",A,-15.954,8.489,29.024,19.21,27.632,26.975
Q9UP38,8J9N,1,0.961,B,B,125.032,129.773,172.883,35.809,30.877,44.33
Q9UPR0,Q9UPR0,21,0.901,All,All,-1.474,-10.016,-19.54,34.595,19.093,28.248
Q9UPZ3,Q9UPZ3,89,0.315,All,All,-11.656,-5.232,3.238,25.705,22.711,25.674
Q9UQ35,8C6J,176,0.327,R,"A,R,E,5",311.663,281.249,317.42,22.69,21.515,29.628
Q9Y219,Q9Y219,2,0.772,All,All,-18.18,-49.906,-3.643,20.607,20.778,24.808
Q9Y224,7P3A,4,0.751,"A,B",A,31.362,-42.793,-18.521,21.72,15.485,14.386
Q9Y226,Q9Y226,17,0.515,All,All,-7.51,-19.492,0.838,18.675,15.537,16.288
Q9Y230,8QR1,305,0.826,"D,H,J","J,A",281.21,253.925,228.055,33.683,23.437,29.573
Q9Y265,2C9O,2,0.869,"A,B,C",C,-26.566,88.966,10.806,21.844,17.132,14.895
Q9Y286,Q9Y286,8,0.481,All,All,-74.808,-20.696,101.063,18.142,14.673,15.862
Q9Y2L5,Q9Y2L5,113,0.605,All,All,42.228,-15.401,-42.244,18.435,20.02,19.083
Q9Y2R2,3BRH,13,0.643,"A,B",B,37.654,30.202,103.783,21.897,18.284,22.424
Q9Y2W2,7ABF,177,0.023,X,"Z,5,A,X,6",242.388,212.213,208.881,36.943,33.768,46.696
Q9Y3B4,7Q4O,51,0.201,F,"A,F",181.252,248.844,191.187,20.985,21.769,20.878
Q9Y3B8,6STY,37,0.789,"A,B,D,E","E,D",-8.978,-40.317,-12.134,23.141,30.422,28.331
Q9Y4A5,9CAF,243,0.994,D,D,202.82,199.176,149.547,27.141,22.538,30.788
Q9Y4W6,6NYY,188,0.956,"A,B,C,D,E,F",A,43.874,33.138,78.382,27.426,23.969,25.806
Q9Y4Y9,8H6L,32,0.495,A,"C,A",339.374,262.818,396.964,25.31,22.925,37.512
Q9Y4Z0,8H6L,21,0.632,B,"B,D",355.564,286.764,389.667,25.415,36.217,29.65
Q9Y547,1XPW,3,0.579,A,A,7.977,15.42,-6.039,19.196,15.055,17.904
Q9Y5B0,Q9Y5B0,54,0.186,All,All,5.1,-13.08,-12.473,18.55,15.915,19.816
Q9Y5B9,9EH2,312,0.568,x,"Z,f,x,Y,T,e",274.77,240.522,214.614,25.803,27.356,38.426
Q9Y5H5,Q9Y5H5,3,0.669,All,All,-81.938,-13.051,84.177,14.33,17.232,18.438
Q9Y5X4,4LOG,52,0.963,"A,B",B,36.954,62.947,-9.822,26.962,26.038,21.001
Q9Y6A5,Q9Y6A5,2,0.583,All,All,-20.706,-16.199,59.502,18.985,22.601,23.733
Q9Y6V7,Q9Y6V7,30,0.234,All,All,-1.157,13.42,4.435,27.933,23.781,29.667
